Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Generation,Labels,Egg Groups,Weight,Context,Spawn ID,Species Archive,Original Spawn Archive,Original Species Archive
#0832,Dubwool,Normal,-----,Common,8 - 15,Any,Any,"Mountain, Plains",,,,,,,,Natural,Gen 8,,Field,1.0,Grounded,dubwool-1,generation8/dubwool.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0580,Ducklett,Water,Flying,Common,MUST SEE,Day,Any,River,,,,,,,,Freshwater,Gen 5,,"Water_1, Flying",10,Surface,ducklett-1,generation5/ducklett.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0051,Dugtrio,Ground,-----,Common,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 1,Kanto Regional,Field,1.0,Grounded,dugtrio-1,generation1/dugtrio.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0051,Dugtrio Alolan,Ground,Steel,Common,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 1,Kanto Regional,Field,1.0,Grounded,dugtrio-alolan-2,generation1/dugtrio.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0578,Duosion,Psychic,-----,Rare,MUST SEE,Day,Any,Magical,,,,,,,,Natural,Gen 5,,Amorphous,1.0,Grounded,duosion-1,generation5/duosion.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0884,Duraludon,Steel,Dragon,Rare,MUST SEE,Any,Any,Overworld,,,,,Iron Block,,,,Gen 8,,"Mineral, Dragon",8.06,Grounded,duraludon-1,generation8/duraludon.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0884,Duraludon,Steel,Dragon,Rare,Any,Any,Any,Snowy Forest,,,,,,,,,Gen 8,,"Mineral, Dragon",7.5,Grounded,duraludon-2,generation8/duraludon.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0632,Durant,Bug,Steel,Common,8 - 15,Any,Any,"Badlands, Hills",,,,,,,,Natural,Gen 5,,Bug,2.0,Grounded,durant-1,generation5/durant.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0632,Durant,Bug,Steel,Common,0 - 7,Any,Any,"Badlands, Hills",,,,,,,,Natural,Gen 5,,Bug,10.0,Grounded,durant-2,generation5/durant.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0632,Durant,Bug,Steel,Common,Any,Any,Any,Nether: Mountain,,,,,,,,Natural,Gen 5,,Bug,10.0,Grounded,durant-3,generation5/durant.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0356,Dusclops,Ghost,-----,Common,8 - 15,Night,Any,Spooky,,,,,,,,Natural,Gen 3,,Amorphous,0.54,Grounded,dusclops-1,generation3/dusclops.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0356,Dusclops,Ghost,-----,Common,8 - 15,Any,Any,Nether: Soul Sand,,,,,,,,Natural,Gen 3,,Amorphous,0.9,Grounded,dusclops-2,generation3/dusclops.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0477,Dusknoir,Ghost,-----,Common,8 - 15,Night,Any,Spooky,,,,,,,,Natural,Gen 4,,Amorphous,0.06,Grounded,dusknoir-1,generation4/dusknoir.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0477,Dusknoir,Ghost,-----,Common,Any,Any,Any,Nether: Soul Sand,,,,,,,,Natural,Gen 4,,Amorphous,0.1,Grounded,dusknoir-3,generation4/dusknoir.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0355,Duskull,Ghost,-----,Common,8 - 15,Night,Any,Spooky,,,,,,,,Natural,Gen 3,,Amorphous,5.4,Grounded,duskull-1,generation3/duskull.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0355,Duskull,Ghost,-----,Common,8 - 15,Any,Any,Nether: Soul Sand,,,,,,,,Natural,Gen 3,,Amorphous,9.0,Grounded,duskull-2,generation3/duskull.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0557,Dwebble,Bug,Rock,Common,Any,Any,Any,Badlands,,,,,,,,Natural,Gen 5,,"Bug, Mineral",9.0,Grounded,dwebble-1,generation5/dwebble.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0603,Eelektrik,Electric,-----,Rare,CANNOT SEE,Any,Any,Cave,,,,,,,,Underwater,Gen 5,,Amorphous,1.0,Submerged,eelektrik-1,generation5/eelektrik.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0603,Eelektrik,Electric,-----,Uncommon,CANNOT SEE,Any,Any,Lush,,,,,,,,Underwater,Gen 5,,Amorphous,1.0,Submerged,eelektrik-2,generation5/eelektrik.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0604,Eelektross,Electric,-----,Rare,CANNOT SEE,Any,Any,Cave,,,,,,,,Underwater,Gen 5,,Amorphous,0.1,Submerged,eelektross-1,generation5/eelektross.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0604,Eelektross,Electric,-----,Uncommon,CANNOT SEE,Any,Any,Lush,,,,,,,,Underwater,Gen 5,,Amorphous,0.1,Submerged,eelektross-2,generation5/eelektross.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0133,Eevee,Normal,-----,Ultra-Rare,8 - 15,Any,Any,Overworld,"Ocean, Temperate",,,,,,,Natural,Gen 1,,Field,9.0,Grounded,eevee-1,generation1/eevee.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0133,Eevee,Normal,-----,Rare,8 - 15,Any,Any,Temperate,,,,,,,,Natural,Gen 1,,Field,10.0,Grounded,eevee-2,generation1/eevee.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0133,Eevee,Normal,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 1,,Field,1.8,Grounded,eevee-3,generation1/eevee.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0133,Eevee,Normal,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 1,,Field,1.8,Grounded,eevee-4,generation1/eevee.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0133,Eevee,Normal,-----,Uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 1,,Field,9.0,Grounded,eevee-5,generation1/eevee.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0875,Eiscue,Ice,-----,Common,8 - 15,Any,Any,Frozen Ocean,,,,,,,,Natural,Gen 8,,"Water_1, Field",6.0,Grounded,eiscue-1,generation8/eiscue.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0875,Eiscue,Ice,-----,Common,8 - 15,Any,Any,Frozen Ocean,,,,,,,,Water_Surface,Gen 8,,"Water_1, Field",6.0,Surface,eiscue-2,generation8/eiscue.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0023,Ekans Snake_Pattern=Attack,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",0.27,Grounded,ekans-attack-1,generation1/ekans.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0023,Ekans Snake_Pattern=Classic,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",4.05,Grounded,ekans-classic-1,generation1/ekans.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0023,Ekans Snake_Pattern=Dark,Poison,-----,Common,Any,Any,Any,Nether: Desert,,,,,,,,Natural,Gen 1,,"Field, Dragon",5.4,Grounded,ekans-dark-2,generation1/ekans.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0023,Ekans Snake_Pattern=Elusive,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",0.27,Grounded,ekans-elusive-1,generation1/ekans.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0023,Ekans Snake_Pattern=Legacy,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",0.27,Grounded,ekans-legacy-1,generation1/ekans.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0023,Ekans Snake_Pattern=Sound,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",0.27,Grounded,ekans-sound-1,generation1/ekans.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0023,Ekans Snake_Pattern=Speed,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",0.27,Grounded,ekans-speed-1,generation1/ekans.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0830,Eldegoss,Grass,-----,Common,8 - 15,Any,Clear,Floral,,,,,,,,Natural,Gen 8,,Grass,1.0,Grounded,eldegoss-1,generation8/eldegoss.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0830,Eldegoss,Grass,-----,Common,Any,Any,Clear,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 8,,Grass,1.0,Grounded,eldegoss-2,generation8/eldegoss.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0125,Electabuzz,Electric,-----,Uncommon,8 - 15,Any,Any,"Hills, Plains",,,,,,,,Natural,Gen 1,,Human_Like,0.18,Grounded,electabuzz-1,generation1/electabuzz.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0466,Electivire,Electric,-----,Uncommon,8 - 15,Any,Any,"Hills, Plains",,,,,,,,Natural,Gen 4,,Human_Like,0.02,Grounded,electivire-1,generation4/electivire.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0101,Electrode,Electric,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 1,Kanto Regional,Mineral,0.2,Grounded,electrode-1,generation1/electrode.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0101,Electrode,Electric,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 1,Kanto Regional,Mineral,0.2,Grounded,electrode-2,generation1/electrode.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0101,Electrode,Electric,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,Lightning Rod,,,,Gen 1,Kanto Regional,Mineral,10.0,Grounded,electrode-3,generation1/electrode.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0101,Electrode Hisuian,Electric,Grass,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 1,Kanto Regional,Mineral,0.2,Grounded,electrode-hisuian-4,generation1/electrode.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0101,Electrode Hisuian,Electric,Grass,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 1,Kanto Regional,Mineral,0.2,Grounded,electrode-hisuian-5,generation1/electrode.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0101,Electrode Hisuian,Electric,Grass,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Apricorns",Gen 1,Kanto Regional,Mineral,10.0,Grounded,electrode-hisuian-6,generation1/electrode.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0239,Elekid,Electric,-----,Uncommon,8 - 15,Any,Any,"Hills, Plains",,,,,,,,Natural,Gen 2,Baby,Undiscovered,1.8,Grounded,elekid-1,generation2/elekid.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0605,Elgyem,Psychic,-----,Uncommon,Any,Any,Any,End,,,,,,,,Natural,Gen 5,,Human_Like,9.0,Grounded,elgyem-1,generation5/elgyem.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0605,Elgyem,Psychic,-----,Common,8 - 15,Night,Any,Overworld,,,,,Wheat,,,Natural,Gen 5,,Human_Like,9.0,Grounded,elgyem-2,generation5/elgyem.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0605,Elgyem,Psychic,-----,Common,Any,Any,Any,Howling Constructs,,,Sempiternal Sanctums,,,,,,Gen 5,,Human_Like,5.4,Grounded,elgyem-3,generation5/elgyem.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0500,Emboar,Fire,Fighting,Ultra-Rare,8 - 15,Any,Clear,Plains,,,,,,,,Natural,Gen 5,,Field,0.1,Grounded,emboar-1,generation5/emboar.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0500,Emboar,Fire,Fighting,Ultra-Rare,Any,Any,Any,"Nether: Crimson, Nether: Overgrowth",,,,,,,,Natural,Gen 5,,Field,0.1,Grounded,emboar-2,generation5/emboar.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0587,Emolga,Electric,Flying,Uncommon,8 - 15,Any,Any,Taiga,,,,,,,,"Natural, Treetop",Gen 5,,Field,10.0,Grounded,emolga-1,generation5/emolga.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0395,Empoleon,Water,Steel,Ultra-Rare,8 - 15,Any,Any,Frozen Ocean,,,,,,,,Natural,Gen 4,,"Water_1, Field",0.1,Grounded,empoleon-1,generation4/empoleon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0395,Empoleon,Water,Steel,Ultra-Rare,MUST SEE,Any,Any,Frozen Ocean,,,,,,,,Underwater,Gen 4,,"Water_1, Field",0.1,Submerged,empoleon-2,generation4/empoleon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0956,Espathra,Psychic,-----,Uncommon,8 - 15,Any,Any,Arid,,,,,,,,"Natural, Wild",Gen 9,,Flying,0.6,Grounded,espathra-1,generation9/espathra.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0196,Espeon,Psychic,-----,Ultra-Rare,8 - 15,Any,Any,Hills,,,,,,,,Natural,Gen 2,,Field,1.0,Grounded,espeon-1,generation2/espeon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0196,Espeon,Psychic,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 2,,Field,0.025,Grounded,espeon-2,generation2/espeon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0196,Espeon,Psychic,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 2,,Field,0.025,Grounded,espeon-3,generation2/espeon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0196,Espeon,Psychic,-----,Uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 2,,Field,0.125,Grounded,espeon-4,generation2/espeon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0677,Espurr,Psychic,-----,Uncommon,Any,Any,Any,End,,,,,,,,Natural,Gen 6,,Field,8.0,Grounded,espurr-1,generation6/espurr.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0890,Eternatus,Poison,Dragon,Ultra-Rare,Any,Any,Any,End,,,,,,,,"Natural, Wild",Gen 8,Legendary,Undiscovered,1.0,Grounded,eternatus-1,generation8/eternatus.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0530,Excadrill,Ground,Steel,Common,CANNOT SEE,Any,Any,Overworld,Abyss,,,,,,,,Gen 5,,Field,0.91,Grounded,excadrill-1,generation5/excadrill.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0102,Exeggcute,Grass,Psychic,Common,8 - 15,Any,Any,Jungle,,,,,,,,Natural,Gen 1,,Grass,1.8,Grounded,exeggcute-1,generation1/exeggcute.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0102,Exeggcute Region_Bias=Alola,Grass,Psychic,Uncommon,8 - 15,Any,Any,"Beach, Tropical Island",Freezing,,,,,,,Natural,Gen 1,,Grass,9.0,Grounded,exeggcute-alola-2,generation1/exeggcute.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0103,Exeggutor,Grass,Psychic,Common,8 - 15,Any,Any,Jungle,,,,,,,,Natural,Gen 1,Kanto Regional,Grass,0.2,Grounded,exeggutor-1,generation1/exeggutor.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0103,Exeggutor Alolan,Grass,Dragon,Uncommon,8 - 15,Any,Any,"Beach, Tropical Island",Freezing,,,,,,,Natural,Gen 1,Kanto Regional,Grass,1.0,Grounded,exeggutor-alolan-2,generation1/exeggutor.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0295,Exploud,Normal,-----,Uncommon,0 - 7,Any,Any,Deep Dark,,,,,,,,Natural,Gen 3,,"Monster, Field",0.1,Grounded,exploud-1,generation3/exploud.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0295,Exploud,Normal,-----,Common,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 3,,"Monster, Field",0.02,Grounded,exploud-2,generation3/exploud.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0870,Falinks,Fighting,-----,Uncommon,8 - 15,Any,Any,Badlands,,,,,,,,Natural,Gen 8,,"Fairy, Mineral",2.0,Grounded,falinks-1,generation8/falinks.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0870,Falinks,Fighting,-----,Uncommon,Any,Any,Any,Nether,,,,,,,,"Natural, Nether_Structures",Gen 8,,"Fairy, Mineral",100.0,Grounded,falinks-2,generation8/falinks.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0083,Farfetchd,Normal,Flying,Common,8 - 15,Any,Any,Overworld,,,,,Medicinal Leek,,,"Natural, Treetop, Wild",Gen 1,Kanto Regional,"Flying, Field",10.0,Grounded,farfetchd-1,generation1/farfetchd.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0083,Farfetchd Galarian,Fighting,-----,Rare,8 - 15,Any,Any,Forest,,,,,,,,"Natural, Wild",Gen 1,Kanto Regional,"Flying, Field",9.0,Grounded,farfetchd-galarian-2,generation1/farfetchd.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0022,Fearow,Normal,Flying,Common,8 - 15,Day,Any,"Badlands, Savanna, Sky",,,,,,,,"Natural, Treetop",Gen 1,,Flying,1.0,Grounded,fearow-1,generation1/fearow.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0349,Feebas,Water,-----,Rare,MUST SEE,Any,Any,,,,,,,,,"Freshwater, Underwater",Gen 3,,"Water_1, Dragon",5,Submerged,feebas-1,generation3/feebas.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0653,Fennekin,Fire,-----,Ultra-Rare,8 - 15,Any,Any,Desert,,,,,,,,Natural,Gen 6,,Field,9.0,Grounded,fennekin-1,generation6/fennekin.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0160,Feraligatr,Water,-----,Ultra-Rare,8 - 15,Any,Any,Swamp,,,,,,,,Natural,Gen 2,,"Monster, Water_1",0.1,Grounded,feraligatr-1,generation2/feraligatr.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0160,Feraligatr,Water,-----,Ultra-Rare,MUST SEE,Any,Any,Swamp,,,,,,,,Underwater,Gen 2,,"Monster, Water_1",0.1,Submerged,feraligatr-2,generation2/feraligatr.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0597,Ferroseed,Grass,Steel,Common,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 5,,"Grass, Mineral",9.0,Grounded,ferroseed-1,generation5/ferroseed.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0598,Ferrothorn,Grass,Steel,Common,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 5,,"Grass, Mineral",1.0,Grounded,ferrothorn-1,generation5/ferrothorn.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0926,Fidough,Fairy,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 9,,"Field, Mineral",9.0,Grounded,fidough-1,generation9/fidough.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0926,Fidough,Fairy,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 9,,"Field, Mineral",9.0,Grounded,fidough-2,generation9/fidough.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0963,Finizen,Water,-----,Uncommon,Any,Any,Any,Lukewarm Ocean,,,,,,,,Underwater,Gen 9,,"Field, Water_2",5.8,Submerged,finizen-1,generation9/finizen.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0963,Finizen,Water,-----,Uncommon,Any,Any,Any,Lukewarm Ocean,,,,,,,,Ocean_Ruins,Gen 9,,"Field, Water_2",5.8,Submerged,finizen-2,generation9/finizen.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0180,Flaaffy,Electric,-----,Common,8 - 15,Any,Any,"Highlands, Plains",,,,,,,,Natural,Gen 2,,"Monster, Field",0.9,Grounded,flaaffy-1,generation2/flaaffy.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe Flower=Blue,Fairy,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Blue_Flowers",Gen 6,,Fairy,9.0,Grounded,flabebe-blue-4,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe Flower=Blue,Fairy,-----,Common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,9.0,Grounded,flabebe-blue-7,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe Flower=Orange,Fairy,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Orange_Flowers",Gen 6,,Fairy,9.0,Grounded,flabebe-orange-3,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe Flower=Orange,Fairy,-----,Common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,9.0,Grounded,flabebe-orange-7,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe Flower=Pink,Fairy,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Pink_Flowers",Gen 6,,Fairy,9.0,Grounded,flabebe-pink-6,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe Flower=Pink,Fairy,-----,Common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,9.0,Grounded,flabebe-pink-7,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe Flower=Red,Fairy,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Red_Flowers",Gen 6,,Fairy,9.0,Grounded,flabebe-red-1,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe Flower=Red,Fairy,-----,Common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,9.0,Grounded,flabebe-red-7,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe Flower=White,Fairy,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, White_Flowers",Gen 6,,Fairy,9.0,Grounded,flabebe-white-5,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
