Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Generation,Labels,Egg Groups,Weight,Context,Spawn ID,Spawn Archive,Species Archive
346,Cradily,Rock,Grass,Ultra-Rare,0 - 7,Any,Any,Lush,,,,,,,,Underwater,Gen 3,,Water_3,1.0,Seafloor,cradily-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
845,Cramorant,Flying,Water,Rare,MUST SEE,Any,Any,Swamp,,,,,,,,,Gen 8,,"Water_1, Flying",7.0,Grounded,cramorant-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
408,Cranidos,Rock,-----,Ultra-Rare,8 - 15,Any,Any,Lush,,,,,,,,Natural,Gen 4,,Monster,9.0,Grounded,cranidos-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
453,Croagunk,Poison,Fighting,Uncommon,MUST SEE,Any,Any,Swamp,,,,,,,,,Gen 4,,Human_Like,5.8,Grounded,croagunk-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
453,Croagunk,Poison,Fighting,Uncommon,MUST SEE,Any,Rain,Swamp,,,,,,,,,Gen 4,,Human_Like,12.5,Grounded,croagunk-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
169,Crobat,Poison,Flying,Common,8 - 15,Night,Clear,"Forest, Swamp","Spooky, Freezing",,,,,,,Natural,Gen 2,,Flying,0.02,Grounded,crobat-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
169,Crobat,Poison,Flying,Common,0 - 7,Any,Any,"Forest, Swamp","Spooky, Freezing",,,,,,,Natural,Gen 2,,Flying,0.02,Grounded,crobat-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
169,Crobat,Poison,Flying,Common,0 - 7,Any,Any,Overworld,"Deep Dark, Forest, Swamp",,,,,,,Natural,Gen 2,,Flying,0.1,Grounded,crobat-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
169,Crobat,Poison,Flying,Uncommon,CANNOT SEE,Any,Any,Overworld,"Deep Dark, Forest, Swamp",,,,,,,Derelict,Gen 2,,Flying,0.1,Grounded,crobat-5,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
169,Crobat,Poison,Flying,Common,8 - 15,Any,Clear,Spooky,,,,,,,,Natural,Gen 2,,Flying,0.1,Grounded,crobat-6,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
169,Crobat,Poison,Flying,Uncommon,0 - 7,Any,Any,Deep Dark,,,,,,,,Natural,Gen 2,,Flying,0.1,Grounded,crobat-8,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
910,Crocalor,Fire,-----,Ultra-Rare,8 - 15,Any,Any,Badlands,,,,,,,,Natural,Gen 9,,Field,0.9,Grounded,crocalor-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
910,Crocalor,Fire,-----,Ultra-Rare,Any,Any,Any,Nether/Is Wasteland,,,,,,,,Natural,Gen 9,,Field,0.9,Grounded,crocalor-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
159,Croconaw,Water,-----,Ultra-Rare,8 - 15,Any,Any,Swamp,,,,,,,,Natural,Gen 2,,"Monster, Water_1",0.9,Grounded,croconaw-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
159,Croconaw,Water,-----,Ultra-Rare,MUST SEE,Any,Any,Swamp,,,,,,,,Underwater,Gen 2,,"Monster, Water_1",0.9,Submerged,croconaw-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
558,Crustle,Bug,Rock,Common,Any,Any,Any,Badlands,,,,,,,,Natural,Gen 5,,"Bug, Mineral",1.0,Grounded,crustle-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
615,Cryogonal,Ice,-----,Uncommon,8 - 15,Any,Any,Freezing,,,,,,,,Natural,Gen 5,,Mineral,2.0,Grounded,cryogonal-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
615,Cryogonal,Ice,-----,Common,Any,Any,Any,Nether/Is Frozen,,,,,,,,Natural,Gen 5,,Mineral,2.0,Grounded,cryogonal-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
613,Cubchoo,Ice,-----,Common,8 - 15,Any,Any,Frozen Ocean,,,,,,,,"Natural, Wild",Gen 5,,Field,1.8,Grounded,cubchoo-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
104,Cubone,Ground,-----,Common,8 - 15,Any,Any,Sandy,,,,,,,,"Natural, Wild",Gen 1,,Monster,1.8,Grounded,cubone-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
104,Cubone,Ground,-----,Common,8 - 15,Any,Any,Volcanic,,,,,,,,"Natural, Wild",Gen 1,,Monster,1.8,Grounded,cubone-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
104,Cubone,Ground,-----,Common,Any,Any,Any,"Nether/Is Desert, Nether/Is Soul Fire",,,,,,,,"Natural, Wild",Gen 1,,Monster,5.4,Grounded,cubone-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
878,Cufant,Steel,-----,Uncommon,8 - 15,Any,Any,"Badlands, Hills, Savanna",,,,,,,,"Natural, Wild",Gen 8,,"Field, Mineral",5.4,Grounded,cufant-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
864,Cursola,Ghost,-----,Rare,Any,Any,Any,Ocean,,,,,,,,Underwater,Gen 8,,"Water_1, Water_3",6.0,Submerged,cursola-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
864,Cursola,Ghost,-----,Uncommon,Any,Any,Any,Warm Ocean,,,,,,,,Underwater,Gen 8,,"Water_1, Water_3",7.2,Submerged,cursola-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
742,Cutiefly,Bug,Fairy,Common,8 - 15,Day,Clear,Floral,,,,,,,,Natural,Gen 7,,"Bug, Fairy",9.0,Grounded,cutiefly-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
742,Cutiefly,Bug,Fairy,Common,8 - 15,Day,Clear,Overworld,Floral,,,,,,,"Natural, Flowers",Gen 7,,"Bug, Fairy",1.8,Grounded,cutiefly-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
742,Cutiefly,Bug,Fairy,Common,Any,Any,Any,"Floral Meadow, Pollinated Fields",,,Sempiternal Sanctums,,,,,,Gen 7,,"Bug, Fairy",42.0,Grounded,cutiefly-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
967,Cyclizar,Dragon,Normal,Rare,Any,Any,Any,Overworld,,,,,,,,Natural,Gen 9,,Field,2.0,Grounded,cyclizar-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
155,Cyndaquil,Fire,-----,Ultra-Rare,8 - 15,Any,Any,Temperate,Spooky,,,,,,,Natural,Gen 2,,Field,9.0,Grounded,cyndaquil-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
155,Cyndaquil Region_Bias=Hisui,Fire,-----,Ultra-Rare,8 - 15,Any,Clear,Taiga,,,,,,,,Natural,Gen 2,,Field,9.0,Grounded,cyndaquil-hisui-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
155,Cyndaquil Region_Bias=Hisui,Fire,-----,Ultra-Rare,Any,Any,Any,"Nether/Is Crimson, Nether/Is Forest, Nether/Is Overgrowth",,,,,,,,Natural,Gen 2,,Field,9.0,Grounded,cyndaquil-hisui-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
927,Dachsbun,Fairy,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 9,,"Field, Mineral",1.0,Grounded,dachsbun-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
927,Dachsbun,Fairy,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 9,,"Field, Mineral",1.0,Grounded,dachsbun-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
488,Darkrai,Psychic,-----,Ultra-Rare,Any,Any,Any,Plains,,,,,,4,,"Natural, Wild",Gen 4,Legendary,Undiscovered,1.0,Grounded,darkrai,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
488,Darkrai,Psychic,-----,Ultra-Rare,Any,Any,Any,Plains,,,,,,6,,"Natural, Wild",Gen 4,Legendary,Undiscovered,1.0,Grounded,darkrai,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
491,Darkrai,Dark,-----,Ultra-Rare,Any,Any,Any,Magical,,,,,,5,,"Natural, Wild",Gen 4,"Mythical, Legendary",Undiscovered,1.0,Grounded,darkrai,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
491,Darkrai,Dark,-----,Ultra-Rare,Any,Any,Any,Deep Dark,,,,,,,,"Natural, Wild",Gen 4,"Mythical, Legendary",Undiscovered,1.0,Grounded,darkrai-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
555,Darmanitan,Ice,Fire,Common,8 - 15,Any,Any,"Desert, Jungle",,,,,,,,"Natural, Ruins",Gen 5,"Unova Regional, Unova Regional",Field,5.4,Grounded,darmanitan-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
555,Darmanitan,Ice,Fire,Common,8 - 15,Any,Any,Desert,,,,,,,,"Natural, Desert_Pyramid",Gen 5,"Unova Regional, Unova Regional",Field,5.4,Grounded,darmanitan-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
555,Darmanitan,Ice,Fire,Common,8 - 15,Any,Any,Jungle,,,,,,,,"Natural, Jungle_Pyramid",Gen 5,"Unova Regional, Unova Regional",Field,5.4,Grounded,darmanitan-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
555,Darmanitan,Ice,Fire,Common,Any,Any,Any,Nether,"Nether/Is Frozen, Nether/Is Quartz, Nether/Is Toxic",,,,,,,Natural,Gen 5,"Unova Regional, Unova Regional",Field,0.6,Grounded,darmanitan-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
723,Dartrix,Grass,Flying,Ultra-Rare,8 - 15,Any,Any,"Forest, Taiga",Freezing,,,,,,,"Natural, Treetop",Gen 7,,Flying,0.9,Grounded,dartrix-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
723,Dartrix Region_Bias=Hisui,Grass,Flying,Ultra-Rare,8 - 15,Any,Any,"Snowy Forest, Snowy Taiga",,,,,,,,"Natural, Treetop",Gen 7,,Flying,0.9,Grounded,dartrix-hisui-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
554,Darumaka,Fire,-----,Common,8 - 15,Any,Any,"Desert, Jungle",,,,,,,,"Natural, Ruins",Gen 5,Unova Regional,Field,54.0,Grounded,darumaka-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
554,Darumaka,Fire,-----,Common,8 - 15,Any,Any,Desert,,,,,,,,"Natural, Desert_Pyramid",Gen 5,Unova Regional,Field,54.0,Grounded,darumaka-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
554,Darumaka,Fire,-----,Common,8 - 15,Any,Any,Jungle,,,,,,,,"Natural, Jungle_Pyramid",Gen 5,Unova Regional,Field,54.0,Grounded,darumaka-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
554,Darumaka,Fire,-----,Common,Any,Any,Any,Nether,"Nether/Is Frozen, Nether/Is Quartz, Nether/Is Toxic",,,,,,,Natural,Gen 5,Unova Regional,Field,5.4,Grounded,darumaka-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
724,Decidueye,Grass,Ghost,Ultra-Rare,8 - 15,Any,Any,"Forest, Taiga",Freezing,,,,,,,"Natural, Treetop",Gen 7,Alola Regional,Flying,0.1,Grounded,decidueye-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
724,Decidueye Hisuian,Grass,Fighting,Ultra-Rare,8 - 15,Any,Any,"Snowy Forest, Snowy Taiga",,,,,,,,"Natural, Treetop",Gen 7,Alola Regional,Flying,0.1,Grounded,decidueye-hisuian-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
585,Deerling,Normal,Grass,Common,8 - 15,Any,Any,"Floral, Forest, Hills, Plains, Snowy Forest, Taiga",Savanna,,,,,,,"Natural, Wild",Gen 5,,Field,1.8,Grounded,deerling-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
585,Deerling,Normal,Grass,Uncommon,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 5,,Field,9.0,Grounded,deerling-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
633,Deino,Dark,Dragon,Rare,0 - 7,Any,Any,Deep Dark,,,,,,,,Natural,Gen 5,,Dragon,9.0,Grounded,deino-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
633,Deino,Dark,Dragon,Ultra-Rare,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 5,,Dragon,9.0,Grounded,deino-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
301,Delcatty,Normal,-----,Uncommon,MUST SEE,Any,Clear,Overworld,"Arid, Freezing",,,,,,,"Natural, Village",Gen 3,,"Field, Fairy",3.0,Grounded,delcatty-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
301,Delcatty,Normal,-----,Uncommon,MUST SEE,Any,Any,Arid,,,Village,,,,,"Natural, Urban",Gen 3,,"Field, Fairy",3.0,Grounded,delcatty-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
301,Delcatty,Normal,-----,Uncommon,MUST SEE,Any,Any,Floral,,,,,,,,Natural,Gen 3,,"Field, Fairy",4.0,Grounded,delcatty-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
225,Delibird,Ice,Flying,Uncommon,MUST SEE,Any,Any,Snowy Forest,,,,,,,,Natural,Gen 2,,"Water_1, Field",5.0,Grounded,delibird-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
655,Delphox,Fire,Psychic,Ultra-Rare,8 - 15,Any,Any,Desert,,,,,,,,Natural,Gen 6,,Field,0.1,Grounded,delphox-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation6
386,Deoxys,Psychic,-----,Ultra-Rare,Any,Any,Any,End,,,,End Stone,,,,Natural,Gen 3,"Mythical, Legendary",Undiscovered,3.0,Grounded,deoxys-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
87,Dewgong,Water,Ice,Common,8 - 15,Any,Any,Frozen Ocean,,,,,,,,"Natural, Wild",Gen 1,,"Water_1, Field",1.0,Grounded,dewgong-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
87,Dewgong,Water,Ice,Common,MUST SEE,Any,Any,Frozen Ocean,,,,,,,,Underwater,Gen 1,,"Water_1, Field",1.0,Submerged,dewgong-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
502,Dewott,Water,-----,Ultra-Rare,8 - 15,Any,Any,Beach,Freezing,,,,,,,Natural,Gen 5,,Field,0.9,Grounded,dewott-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
502,Dewott,Water,-----,Ultra-Rare,8 - 15,Any,Any,Beach,Freezing,,,,,,,Water_Surface,Gen 5,,Field,0.9,Surface,dewott-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
502,Dewott Region_Bias=Hisui,Water,-----,Ultra-Rare,8 - 15,Any,Any,Coast,Beach,,,,,,,Natural,Gen 5,,Field,0.9,Grounded,dewott-hisui-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
502,Dewott Region_Bias=Hisui,Water,-----,Ultra-Rare,8 - 15,Any,Any,Coast,Beach,,,,,,,Water_Surface,Gen 5,,Field,0.9,Surface,dewott-hisui-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
502,Dewott Region_Bias=Hisui,Water,-----,Ultra-Rare,8 - 15,Any,Any,Snowy Beach,,,,,,,,Natural,Gen 5,,Field,0.9,Grounded,dewott-hisui-5,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
502,Dewott Region_Bias=Hisui,Water,-----,Ultra-Rare,8 - 15,Any,Any,Snowy Beach,,,,,,,,Water_Surface,Gen 5,,Field,0.9,Surface,dewott-hisui-6,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
751,Dewpider,Water,Bug,Common,MUST SEE,Any,Any,"Swamp, Coast, Island",,,,,,,,,Gen 7,,"Water_1, Bug",4,Grounded,dewpider-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
751,Dewpider,Water,Bug,Common,MUST SEE,Any,Any,"River, Freshwater",,,,,,,,"Freshwater, Underwater",Gen 7,,"Water_1, Bug",4,Submerged,dewpider-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
781,Dhelmise,Ghost,Grass,Common,MUST SEE,Any,Any,Ocean,,,,,,,,"Underwater, Shipwreck",Gen 7,,Mineral,10.0,Submerged,dhelmise-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
483,Dialga,Steel,Dragon,Ultra-Rare,Any,Any,Clear,Peak,,,,,,,,,Gen 4,Legendary,Undiscovered,1.0,Grounded,dialga-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
483,Dialga,Steel,Dragon,Ultra-Rare,Any,Any,Any,End,,,,,,,,,Gen 4,Legendary,Undiscovered,1.0,Grounded,dialga-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
719,Diancie,Rock,Fairy,Ultra-Rare,CANNOT SEE,Any,Any,Cave,,,,,,,,Natural,Gen 6,"Mythical, Legendary",Undiscovered,3.0,Grounded,diancie-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation6
719,Diancie,Rock,Fairy,Ultra-Rare,MUST SEE,Any,Any,Mountain,"Deep Dark, Lush",,,,,,,"Natural, Wild",Gen 6,"Mythical, Legendary",Undiscovered,3.0,Grounded,diancie-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation6
660,Diggersby,Normal,Ground,Common,Any,Any,Any,"Hills, Temperate",,,,,,,,Natural,Gen 6,,Field,1.0,Grounded,diggersby-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation6
50,Diglett,Ground,-----,Common,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 1,Kanto Regional,Field,9.0,Grounded,diglett-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
50,Diglett Alolan,Ground,Steel,Common,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 1,Kanto Regional,Field,9.0,Grounded,diglett-alolan-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
132,Ditto,Normal,-----,Rare,8 - 15,Any,Any,Overworld,Ocean,,,,,,,Natural,Gen 1,,Ditto,2.0,Grounded,ditto-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
132,Ditto,Normal,-----,Ultra-Rare,8 - 15,Any,Any,Overworld,Ocean,,,,,,,Natural,Gen 1,,Ditto,10.0,Grounded,ditto-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
132,Ditto,Normal,-----,Uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 1,,Ditto,10.0,Grounded,ditto-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
85,Dodrio,Normal,Flying,Common,8 - 15,Any,Any,Savanna,,,,,,,,Natural,Gen 1,,Flying,1.0,Grounded,dodrio-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
84,Doduo,Normal,Flying,Common,8 - 15,Any,Any,Savanna,,,,,,,,Natural,Gen 1,,Flying,9.0,Grounded,doduo-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
232,Donphan,Ground,-----,Common,8 - 15,Any,Any,Badlands,,,,,,,,"Natural, Wild",Gen 2,,Field,0.2,Grounded,donphan-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
232,Donphan,Ground,-----,Common,8 - 15,Any,Any,Savanna,,,,,,,,"Natural, Wild",Gen 2,,Field,0.6,Grounded,donphan-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
825,Dottler,Bug,Psychic,Uncommon,MUST SEE,Any,Any,Forest,Spooky,,,,,,,"Natural, Treetop",Gen 8,,Bug,2.0,Grounded,dottler-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
825,Dottler,Bug,Psychic,Uncommon,MUST SEE,Any,Any,Plains,,,,,,,,"Natural, Foliage, Treetop",Gen 8,,Bug,2.0,Grounded,dottler-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
680,Doublade,Steel,Ghost,Uncommon,Any,Any,Any,Nether,,,,,,,,"Natural, Nether_Structures",Gen 6,,Mineral,9.0,Grounded,doublade-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation6
680,Doublade,Steel,Ghost,Common,8 - 15,Any,Any,Overworld,,,,,,,,Ruins,Gen 6,,Mineral,1.8,Grounded,doublade-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation6
680,Doublade,Steel,Ghost,Uncommon,0 - 7,Any,Any,Overworld,,,,,,,,Stronghold,Gen 6,,Mineral,9.0,Grounded,doublade-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation6
691,Dragalge,Poison,Dragon,Common,MUST SEE,Any,Any,Ocean,,,,,Kelp Plant,,,Underwater,Gen 6,,"Water_1, Dragon",0.2,Submerged,dragalge-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation6
887,Dragapult,Dragon,Ghost,Rare,8 - 15,Any,Any,Coast,,,,,,,,"Natural, Freshwater",Gen 8,Pseudo Legendary,"Amorphous, Dragon",0.1,Grounded,dragapult-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
887,Dragapult,Dragon,Ghost,Rare,Any,Any,Any,Overworld,Ocean,,,,,,,Water_Surface,Gen 8,Pseudo Legendary,"Amorphous, Dragon",0.1,Surface,dragapult-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
148,Dragonair,Dragon,-----,Rare,0 - 7,Any,Any,Overworld,,,,,,,,Water_Surface,Gen 1,,"Water_1, Dragon",0.9,Surface,dragonair-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
148,Dragonair,Dragon,-----,Rare,0 - 7,Any,Any,Overworld,,,,,,,,Underwater,Gen 1,,"Water_1, Dragon",0.9,Submerged,dragonair-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
148,Dragonair,Dragon,-----,Uncommon,MUST SEE,Any,Any,Ocean,,,,,,,,"Underwater, Ocean_Ruins",Gen 1,,"Water_1, Dragon",9.0,Submerged,dragonair-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
149,Dragonite,Dragon,Flying,Rare,0 - 7,Any,Any,Overworld,,,,,Water,,,Natural,Gen 1,Pseudo Legendary,"Water_1, Dragon",0.1,Grounded,dragonite-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
149,Dragonite,Dragon,Flying,Uncommon,MUST SEE,Any,Any,Ocean,,,,,,,,"Underwater, Ocean_Ruins",Gen 1,Pseudo Legendary,"Water_1, Dragon",1.0,Submerged,dragonite-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
149,Dragonite,Dragon,Flying,Rare,8 - 15,Any,Rain,Sky,,,,,,,,Natural,Gen 1,Pseudo Legendary,"Water_1, Dragon",2.0,Grounded,dragonite-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
886,Drakloak,Dragon,Ghost,Rare,8 - 15,Any,Any,Coast,,,,,,,,"Natural, Freshwater",Gen 8,,"Amorphous, Dragon",0.9,Grounded,drakloak-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
886,Drakloak,Dragon,Ghost,Rare,Any,Any,Any,Overworld,Ocean,,,,,,,Water_Surface,Gen 8,,"Amorphous, Dragon",0.9,Surface,drakloak-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
147,Dratini,Dragon,-----,Rare,0 - 7,Any,Any,Overworld,,,,,,,,Water_Surface,Gen 1,,"Water_1, Dragon",9.0,Surface,dratini-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
147,Dratini,Dragon,-----,Rare,0 - 7,Any,Any,Overworld,,,,,,,,Underwater,Gen 1,,"Water_1, Dragon",9.0,Submerged,dratini-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
147,Dratini,Dragon,-----,Uncommon,MUST SEE,Any,Any,Ocean,,,,,,,,"Underwater, Ocean_Ruins",Gen 1,,"Water_1, Dragon",90.0,Submerged,dratini-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
