Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Generation,Labels,Egg Groups,Weight,Context,Spawn ID,Spawn Archive,Species Archive
136,Flareon,fire,,uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,mansion,Gen 1,,field,0.125,grounded,flareon-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
662,Fletchinder,fire,flying,common,Any,day,Any,"Forest, Sky, Taiga",,,,,,,,"natural, treetop",Gen 6,,flying,0.54,grounded,fletchinder-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
662,Fletchinder,fire,flying,common,Any,Any,Any,"Nether/ Forest, Nether/ Fungus",Nether/ Warped,,,,,,,"natural, treetop",Gen 6,,flying,0.54,grounded,fletchinder-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
661,Fletchling,normal,flying,common,Any,day,Any,"Forest, Sky, Taiga",,,,,,,,"natural, treetop",Gen 6,,flying,5.4,grounded,fletchling-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
661,Fletchling,normal,flying,common,Any,Any,Any,"Nether/ Forest, Nether/ Fungus",Nether/ Warped,,,,,,,"natural, treetop",Gen 6,,flying,5.4,grounded,fletchling-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
955,Flittle,psychic,,uncommon,Any,Any,Any,Arid,,,,,,,,"natural, wild",Gen 9,,flying,5.4,grounded,flittle-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
419,Floatzel,water,,common,Any,Any,Any,Freshwater,,,,,,,,"natural, freshwater",Gen 4,,"water_1, field",0.2,grounded,floatzel-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
419,Floatzel,water,,common,MUST SEE,Any,Any,Freshwater,,,,,,,,"underwater, freshwater",Gen 4,,"water_1, field",0.2,submerged,floatzel-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
419,Floatzel,water,,uncommon,Any,Any,Any,Freshwater,,,,,,,,"water_surface, freshwater",Gen 4,,"water_1, field",0.2,surface,floatzel-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Blue,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, blue_flowers",Gen 6,,fairy,0.9,grounded,floette-blue-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Blue,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.9,grounded,floette-blue-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Orange,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, orange_flowers",Gen 6,,fairy,0.9,grounded,floette-orange-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Orange,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.9,grounded,floette-orange-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Pink,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, pink_flowers",Gen 6,,fairy,0.9,grounded,floette-pink-6,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Pink,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.9,grounded,floette-pink-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Red,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, red_flowers",Gen 6,,fairy,0.9,grounded,floette-red-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Red,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.9,grounded,floette-red-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=White,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, white_flowers",Gen 6,,fairy,0.9,grounded,floette-white-5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=White,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.9,grounded,floette-white-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Yellow,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, yellow_flowers",Gen 6,,fairy,0.9,grounded,floette-yellow-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Yellow,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.9,grounded,floette-yellow-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
907,Floragato,grass,,ultra-rare,Any,Any,Any,"Floral, Magical",,,,,,,,natural,Gen 9,,"field, grass",0.9,grounded,floragato-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
907,Floragato,grass,,ultra-rare,Any,Any,Any,Nether/ Warped,Nether/ Desert,,,,,,,natural,Gen 9,,"field, grass",0.9,grounded,floragato-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Blue,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, blue_flowers",Gen 6,,fairy,0.1,grounded,florges-blue-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Blue,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.1,grounded,florges-blue-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Orange,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, orange_flowers",Gen 6,,fairy,0.1,grounded,florges-orange-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Orange,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.1,grounded,florges-orange-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Pink,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, pink_flowers",Gen 6,,fairy,0.1,grounded,florges-pink-6,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Pink,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.1,grounded,florges-pink-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Red,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, red_flowers",Gen 6,,fairy,0.1,grounded,florges-red-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Red,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.1,grounded,florges-red-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=White,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, white_flowers",Gen 6,,fairy,0.1,grounded,florges-white-5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=White,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.1,grounded,florges-white-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Yellow,fairy,,common,Any,Any,Any,Overworld,,,,,,,,"natural, yellow_flowers",Gen 6,,fairy,0.1,grounded,florges-yellow-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Yellow,fairy,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,fairy,0.1,grounded,florges-yellow-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
987,Fluttermane,ghost,fairy,ultra-rare,Any,Any,Any,Spooky,,,,,,,,natural,Gen 9,Paradox,undiscovered,0.1,grounded,fluttermane-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
987,Fluttermane,ghost,fairy,ultra-rare,Any,Any,Any,Swamp,,,,,,,,illager_structures,Gen 9,Paradox,undiscovered,0.1,grounded,fluttermane-2,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
330,Flygon,ground,dragon,rare,Any,Any,Rain,Desert,,,,,,,,"natural, wild",Gen 3,,"bug, dragon",0.1,grounded,flygon-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
753,Fomantis,grass,,common,Any,Any,Any,Floral,,,,,,,,"natural, wild",Gen 7,,grass,9.0,grounded,fomantis-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
753,Fomantis,grass,,common,Any,Any,Any,"Jungle, Tropical Land",,,,,,,,"natural, wild",Gen 7,,grass,5.4,grounded,fomantis-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
753,Fomantis,grass,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 7,,grass,9.0,grounded,fomantis-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
590,Foongus,grass,poison,common,MUST SEE,Any,Any,Mushroom,,,,,,,,,Gen 5,,grass,4.8,grounded,foongus-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
205,Forretress,bug,steel,common,Any,Any,Any,Taiga,,,,,,,,natural,Gen 2,,bug,1.0,grounded,forretress-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
205,Forretress Shulker,bug,steel,uncommon,Any,Any,Any,End,,,,,,,,"natural, end_city",Gen 2,,bug,2.0,grounded,forretress-shulker-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
611,Fraxure,dragon,,rare,MUST SEE,Any,Any,"Mountain, Highlands",,,,,,,,,Gen 5,,"monster, dragon",2,grounded,fraxure-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
996,Frigibax,dragon,ice,rare,MUST SEE,Any,Any,Glacial,,,,,,,,natural,Gen 9,,"dragon, mineral",5.0,grounded,frigibax-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
592,Frillish,water,ghost,common,Any,Any,Any,Ocean,,,,,,,,underwater,Gen 5,,amorphous,5.4,submerged,frillish-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
592,Frillish,water,ghost,uncommon,Any,day,Any,Ocean,,,,,,,,water_surface,Gen 5,,amorphous,5.4,surface,frillish-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
592,Frillish,water,ghost,uncommon,Any,night,Any,Ocean,,,,,,,1,water_surface,Gen 5,,amorphous,5.4,surface,frillish-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
592,Frillish,water,ghost,common,Any,night,Any,Ocean,,,,,,1,,water_surface,Gen 5,,amorphous,5.4,surface,frillish-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
656,Froakie,water,,ultra-rare,Any,Any,Any,,,,,,,,,"natural, freshwater",Gen 6,,water_1,9.0,grounded,froakie-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
656,Froakie,water,,ultra-rare,MUST SEE,Any,Any,,,,,,,,,"freshwater, underwater",Gen 6,,water_1,9.0,submerged,froakie-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
657,Frogadier,water,,ultra-rare,Any,Any,Any,,,,,,,,,"natural, freshwater",Gen 6,,water_1,0.9,grounded,frogadier-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
657,Frogadier,water,,ultra-rare,MUST SEE,Any,Any,,,,,,,,,"freshwater, underwater",Gen 6,,water_1,0.9,submerged,frogadier-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
478,Froslass,ice,ghost,rare,Any,twilight,Any,Freezing,,,,,,,,natural,Gen 4,,"fairy, mineral",5.0,grounded,froslass-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
873,Frosmoth,ice,bug,common,Any,night,Any,Freezing,,,,,,,,natural,Gen 8,,bug,1.0,grounded,frosmoth-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
909,Fuecoco,fire,,ultra-rare,Any,Any,Any,Badlands,,,,,,,,natural,Gen 9,,field,9.0,grounded,fuecoco-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
909,Fuecoco,fire,,ultra-rare,Any,Any,Any,Nether/ Wasteland,,,,,,,,natural,Gen 9,,field,9.0,grounded,fuecoco-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
162,Furret,normal,,common,Any,Any,Any,"Taiga, Temperate, Tundra",,,,,,,,natural,Gen 2,,field,1.0,grounded,furret-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
444,Gabite,dragon,ground,rare,Any,Any,Any,Mountain,,,,,,,,"natural, wild",Gen 4,,"monster, dragon",0.54,grounded,gabite-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
444,Gabite,dragon,ground,ultra-rare,Any,Any,Any,Overworld,"Deep Dark, Mountain",,,,,,,natural,Gen 4,,"monster, dragon",0.9,grounded,gabite-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
475,Gallade,psychic,fighting,rare,Any,Any,Any,"Floral, Magical, Snowy Forest",,,,,,,,natural,Gen 4,,"human_like, amorphous",0.05,grounded,gallade-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
475,Gallade,psychic,fighting,rare,Any,Any,Any,Overworld,,,,,,,,"natural, urban",Gen 4,,"human_like, amorphous",0.01,grounded,gallade-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
475,Gallade,psychic,fighting,rare,Any,Any,Any,Overworld,,,,,,,,"natural, village",Gen 4,,"human_like, amorphous",0.01,grounded,gallade-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
475,Gallade,psychic,fighting,common,CANNOT SEE,Any,Any,Overworld,,,,,,,,mansion,Gen 4,,"human_like, amorphous",0.01,grounded,gallade-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
596,Galvantula,bug,electric,common,Any,night,Any,"Badlands, Jungle, Savanna",,,,,,,,natural,Gen 5,,bug,0.6,grounded,galvantula-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
596,Galvantula,bug,electric,common,Any,Any,Any,Overworld,Deep Dark,,,,,,,natural,Gen 5,,bug,0.6,grounded,galvantula-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
596,Galvantula,bug,electric,common,Any,Any,Any,,,,,,,,,"webs, natural",Gen 5,,bug,1.0,grounded,galvantula-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
445,Garchomp,dragon,ground,rare,Any,Any,Any,Mountain,,,,,,,,"natural, wild",Gen 4,Pseudo Legendary,"monster, dragon",0.06,grounded,garchomp-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
445,Garchomp,dragon,ground,ultra-rare,Any,Any,Any,Overworld,"Deep Dark, Mountain",,,,,,,natural,Gen 4,Pseudo Legendary,"monster, dragon",0.1,grounded,garchomp-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
282,Gardevoir,psychic,fairy,rare,Any,Any,Any,"Floral, Magical, Snowy Forest",,,,,,,,natural,Gen 3,,"human_like, amorphous",0.05,grounded,gardevoir-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
282,Gardevoir,psychic,fairy,rare,Any,Any,Any,Overworld,,,,,,,,"natural, urban",Gen 3,,"human_like, amorphous",0.01,grounded,gardevoir-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
282,Gardevoir,psychic,fairy,rare,Any,Any,Any,Overworld,,,,,,,,"natural, village",Gen 3,,"human_like, amorphous",0.01,grounded,gardevoir-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
282,Gardevoir,psychic,fairy,common,CANNOT SEE,Any,Any,Overworld,,,,,,,,mansion,Gen 3,,"human_like, amorphous",0.01,grounded,gardevoir-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
934,Garganacl,rock,,common,Any,Any,Any,Badlands,,,,,,,,"natural, wild",Gen 9,,mineral,0.06,grounded,garganacl-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
934,Garganacl,rock,,common,Any,Any,Any,,,,,,,,,"salt, natural, wild",Gen 9,,mineral,0.1,grounded,garganacl-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
934,Garganacl,rock,,common,Any,Any,Any,Nether/ Quartz,,,,,,,,,Gen 9,,mineral,0.1,grounded,garganacl-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
92,Gastly,ghost,poison,common,Any,Any,Any,Overworld,Deep Dark,,,,,,,natural,Gen 1,,amorphous,9.0,grounded,gastly-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
92,Gastly,ghost,poison,uncommon,CANNOT SEE,Any,Any,Overworld,Deep Dark,,,,,,,derelict,Gen 1,,amorphous,5.4,grounded,gastly-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
92,Gastly,ghost,poison,common,Any,Any,Any,Spooky,,,,,,,,natural,Gen 1,,amorphous,9.0,grounded,gastly-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
92,Gastly,ghost,poison,common,Any,Any,Any,Nether,,,,,,,,natural,Gen 1,,amorphous,9.0,grounded,gastly-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
423,Gastrodon West=True,water,ground,rare,MUST SEE,Any,Any,Beach,,,,,,,,,Gen 4,,"water_1, amorphous",4,grounded,gastrodon-west,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
649,Genesect,bug,steel,ultra-rare,MUST SEE,Any,Any,"Peak, Mountain",,,,,,,,,Gen 5,"Mythical, Legendary",undiscovered,5,grounded,genesect-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
94,Gengar,ghost,poison,common,Any,Any,Any,Overworld,Deep Dark,,,,,,,natural,Gen 1,,amorphous,0.1,grounded,gengar-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
94,Gengar,ghost,poison,uncommon,CANNOT SEE,Any,Any,Overworld,Deep Dark,,,,,,,derelict,Gen 1,,amorphous,0.06,grounded,gengar-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
94,Gengar,ghost,poison,common,Any,Any,Any,Spooky,,,,,,,,natural,Gen 1,,amorphous,0.1,grounded,gengar-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
94,Gengar,ghost,poison,common,Any,Any,Any,Nether,,,,,,,,natural,Gen 1,,amorphous,0.1,grounded,gengar-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
74,Geodude,rock,ground,common,Any,Any,Any,Mountain,,,,,,,,"natural, wild",Gen 1,Kanto Regional,mineral,9.0,grounded,geodude-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
74,Geodude,rock,ground,common,Any,Any,Any,Overworld,Deep Dark,,,,,,,natural,Gen 1,Kanto Regional,mineral,9.0,grounded,geodude-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
443,Gible,dragon,ground,rare,Any,Any,Any,Mountain,,,,,,,,"natural, wild",Gen 4,,"monster, dragon",5.4,grounded,gible-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
443,Gible,dragon,ground,ultra-rare,Any,Any,Any,Overworld,"Deep Dark, Mountain",,,,,,,natural,Gen 4,,"monster, dragon",9.0,grounded,gible-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
526,Gigalith,rock,,common,Any,Any,Any,Overworld,Deep Dark,,,,,,,natural,Gen 5,,mineral,0.1,grounded,gigalith-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
526,Gigalith,rock,,uncommon,Any,Any,Any,Deep Dark,,,,,,,,natural,Gen 5,,mineral,0.1,grounded,gigalith-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
999,Gimmighoul Roaming,ghost,,uncommon,Any,Any,Any,Overworld,,,,,,,,ruins,Gen 9,,undiscovered,100.0,grounded,gimmighoul-roaming-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
999,Gimmighoul Roaming,ghost,,uncommon,Any,Any,Any,Overworld,,,,,,,,underground_ruins,Gen 9,,undiscovered,100.0,grounded,gimmighoul-roaming-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
487,Giratina,ghost,dragon,ultra-rare,Any,Any,Any,End,,,,,,,,natural,Gen 4,Legendary,undiscovered,0.1,grounded,giratina-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
471,Glaceon,ice,,ultra-rare,Any,Any,Any,Freezing,,,,,,,,natural,Gen 4,,field,1.0,grounded,glaceon-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
471,Glaceon,ice,,uncommon,Any,Any,Any,Overworld,,,,,,,,"natural, urban",Gen 4,,field,0.025,grounded,glaceon-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
471,Glaceon,ice,,uncommon,Any,Any,Any,Overworld,,,,,,,,"natural, village",Gen 4,,field,0.025,grounded,glaceon-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
471,Glaceon,ice,,uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,mansion,Gen 4,,field,0.125,grounded,glaceon-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
362,Glalie,ice,,rare,Any,Any,Any,Freezing,,,,,,,,natural,Gen 3,,"fairy, mineral",2.0,grounded,glalie-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
431,Glameow,normal,,common,MUST SEE,Any,Clear,Overworld,,,,,,,,"natural, village",Gen 4,,field,9.0,grounded,glameow-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
896,Glastrier,ice,,ultra-rare,Any,Any,Any,Freezing,,,,,,,,natural,Gen 8,Legendary,undiscovered,1.0,grounded,glastrier-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
207,Gligar,ground,flying,uncommon,Any,night,Any,Badlands,,,,,,,,"natural, treetop",Gen 2,,bug,5.4,grounded,gligar-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
207,Gligar,ground,flying,common,Any,Any,Any,Nether/ Mountain,,,,,,,,natural,Gen 2,,bug,1.8,grounded,gligar-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
969,Glimmet,rock,poison,common,Any,Any,Any,Overworld,,,,,,,,"natural, gemstones",Gen 9,,mineral,9.0,grounded,glimmet-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
969,Glimmet,rock,poison,common,Any,Any,Any,Nether/ Quartz,,,,,,,,,Gen 9,,mineral,1.8,grounded,glimmet-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
969,Glimmet,rock,poison,common,Any,Any,Any,"Crystal Canyon, Crystalline Chasm",,,,,,,,,Gen 9,,mineral,9.0,grounded,glimmet-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
970,Glimmora,rock,poison,common,Any,Any,Any,Overworld,,,,,,,,"natural, gemstones",Gen 9,,mineral,1.0,grounded,glimmora-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
