Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Spawn ID,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Egg Groups,Weight,Context,Spawn Archive,Species Archive
830,Eldegoss,grass,,common,Any,Any,Clear,eldegoss-2,Floral Meadow,,,Sempiternal Sanctums,,,,,,grass,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
125,Electabuzz,electric,,uncommon,Any,Any,Any,electabuzz-1,"Hills, Plains",,,,,,,,natural,human_like,0.18,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
466,Electivire,electric,,uncommon,Any,Any,Any,electivire-1,"Hills, Plains",,,,,,,,natural,human_like,0.02,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode,electric,,common,Any,Any,Any,electrode-1,Overworld,,,,,,,,"natural, urban",mineral,0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode,electric,,common,Any,Any,Any,electrode-2,Overworld,,,,,,,,"natural, village",mineral,0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode,electric,,uncommon,Any,Any,Any,electrode-3,Overworld,,,,,Lightning Rod,,,,mineral,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode Hisuian,electric,grass,common,Any,Any,Any,electrode-hisuian-4,Overworld,,,,,,,,"natural, urban",mineral,0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode Hisuian,electric,grass,common,Any,Any,Any,electrode-hisuian-5,Overworld,,,,,,,,"natural, village",mineral,0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode Hisuian,electric,grass,uncommon,Any,Any,Any,electrode-hisuian-6,Overworld,,,,,,,,"natural, apricorns",mineral,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
239,Elekid,electric,,uncommon,Any,Any,Any,elekid-1,"Hills, Plains",,,,,,,,natural,undiscovered,1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
605,Elgyem,psychic,,uncommon,Any,Any,Any,elgyem-1,End,,,,,,,,natural,human_like,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
605,Elgyem,psychic,,common,Any,Any,Any,elgyem-2,Overworld,,,,,Wheat,,,natural,human_like,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
605,Elgyem,psychic,,common,Any,Any,Any,elgyem-3,Howling Constructs,,,Sempiternal Sanctums,,,,,,human_like,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
500,Emboar,fire,fighting,ultra-rare,Any,Any,Clear,emboar-1,Plains,,,,,,,,natural,field,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
500,Emboar,fire,fighting,ultra-rare,Any,Any,Any,emboar-2,"Nether/ Crimson, Nether/ Overgrowth",,,,,,,,natural,field,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
587,Emolga,electric,flying,uncommon,Any,Any,Any,emolga-1,Taiga,,,,,,,,"natural, treetop",field,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
395,Empoleon,water,steel,ultra-rare,Any,Any,Any,empoleon-1,Frozen Ocean,,,,,,,,natural,"water_1, field",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
395,Empoleon,water,steel,ultra-rare,MUST SEE,Any,Any,empoleon-2,Frozen Ocean,,,,,,,,underwater,"water_1, field",0.1,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
956,Espathra,psychic,,uncommon,Any,Any,Any,espathra-1,Arid,,,,,,,,"natural, wild",flying,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
196,Espeon,psychic,,ultra-rare,Any,Any,Any,espeon-1,Hills,,,,,,,,natural,field,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
196,Espeon,psychic,,uncommon,Any,Any,Any,espeon-2,Overworld,,,,,,,,"natural, urban",field,0.025,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
196,Espeon,psychic,,uncommon,Any,Any,Any,espeon-3,Overworld,,,,,,,,"natural, village",field,0.025,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
196,Espeon,psychic,,uncommon,CANNOT SEE,Any,Any,espeon-4,Overworld,,,,,,,,mansion,field,0.125,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
677,Espurr,psychic,,uncommon,Any,Any,Any,espurr-1,End,,,,,,,,natural,field,8.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
890,Eternatus,poison,dragon,ultra-rare,Any,Any,Any,eternatus-1,End,,,,,,,,"natural, wild",undiscovered,0.01,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
530,Excadrill,ground,steel,common,CANNOT SEE,Any,Any,excadrill-1,Overworld,Abyss,,,,,,,,field,0.91,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
102,Exeggcute,grass,psychic,common,Any,Any,Any,exeggcute-1,Jungle,,,,,,,,natural,grass,1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
102,Exeggcute Region_Bias=Alola,grass,psychic,uncommon,Any,Any,Any,exeggcute-alola-2,"Beach, Tropical Land",Freezing,,,,,,,natural,grass,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
103,Exeggutor,grass,psychic,common,Any,Any,Any,exeggutor-1,Jungle,,,,,,,,natural,grass,0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
103,Exeggutor Alolan,grass,dragon,uncommon,Any,Any,Any,exeggutor-alolan-2,"Beach, Tropical Land",Freezing,,,,,,,natural,grass,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
295,Exploud,normal,,uncommon,Any,Any,Any,exploud-1,Deep Dark,,,,,,,,natural,"monster, field",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
295,Exploud,normal,,common,Any,Any,Any,exploud-2,Overworld,Deep Dark,,,,,,,natural,"monster, field",0.02,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
870,Falinks,fighting,,uncommon,Any,Any,Any,falinks-1,Badlands,,,,,,,,natural,"fairy, mineral",2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
870,Falinks,fighting,,uncommon,Any,Any,Any,falinks-2,Nether,,,,,,,,"natural, nether_structures","fairy, mineral",100.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
83,Farfetchd,normal,flying,common,Any,Any,Any,farfetchd-1,Overworld,,,,,Medicinal Leek,,,"natural, treetop, wild","flying, field",10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
83,Farfetchd Galarian,fighting,,rare,Any,Any,Any,farfetchd-galarian-2,Forest,,,,,,,,"natural, wild","flying, field",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
22,Fearow,normal,flying,common,Any,Any,Any,fearow-1,"Badlands, Savanna, Sky",,,,,,,,"natural, treetop",flying,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
349,Feebas,water,,rare,MUST SEE,Any,Any,feebas-1,,,,,,,,,"freshwater, underwater","water_1, dragon",5,submerged,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
653,Fennekin,fire,,ultra-rare,Any,Any,Any,fennekin-1,Desert,,,,,,,,natural,field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
160,Feraligatr,water,,ultra-rare,Any,Any,Any,feraligatr-1,Swamp,,,,,,,,natural,"monster, water_1",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
160,Feraligatr,water,,ultra-rare,MUST SEE,Any,Any,feraligatr-2,Swamp,,,,,,,,underwater,"monster, water_1",0.1,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
597,Ferroseed,grass,steel,common,Any,Any,Any,ferroseed-1,Lush,,,,,,,,natural,"grass, mineral",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
598,Ferrothorn,grass,steel,common,Any,Any,Any,ferrothorn-1,Lush,,,,,,,,natural,"grass, mineral",1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
926,Fidough,fairy,,common,Any,Any,Any,fidough-1,Overworld,,,,,,,,"natural, urban","field, mineral",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
926,Fidough,fairy,,common,Any,Any,Any,fidough-2,Overworld,,,,,,,,"natural, village","field, mineral",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
963,Finizen,water,,uncommon,Any,Any,Any,finizen-1,Lukewarm Ocean,,,,,,,,underwater,"field, water_2",5.8,submerged,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
963,Finizen,water,,uncommon,Any,Any,Any,finizen-2,Lukewarm Ocean,,,,,,,,ocean_ruins,"field, water_2",5.8,submerged,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
180,Flaaffy,electric,,common,Any,Any,Any,flaaffy-1,"Highlands, Plains",,,,,,,,natural,"monster, field",0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=Blue,fairy,,common,Any,Any,Any,flabebe-blue-4,Overworld,,,,,,,,"natural, blue_flowers",fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=Blue,fairy,,common,Any,Any,Any,flabebe-blue-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=Orange,fairy,,common,Any,Any,Any,flabebe-orange-3,Overworld,,,,,,,,"natural, orange_flowers",fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=Orange,fairy,,common,Any,Any,Any,flabebe-orange-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=Pink,fairy,,common,Any,Any,Any,flabebe-pink-6,Overworld,,,,,,,,"natural, pink_flowers",fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=Pink,fairy,,common,Any,Any,Any,flabebe-pink-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=Red,fairy,,common,Any,Any,Any,flabebe-red-1,Overworld,,,,,,,,"natural, red_flowers",fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=Red,fairy,,common,Any,Any,Any,flabebe-red-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=White,fairy,,common,Any,Any,Any,flabebe-white-5,Overworld,,,,,,,,"natural, white_flowers",fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=White,fairy,,common,Any,Any,Any,flabebe-white-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=Yellow,fairy,,common,Any,Any,Any,flabebe-yellow-2,Overworld,,,,,,,,"natural, yellow_flowers",fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
669,Flabebe Flower=Yellow,fairy,,common,Any,Any,Any,flabebe-yellow-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
136,Flareon,fire,,ultra-rare,Any,Any,Any,flareon-1,Sandy,,,,,,,,natural,field,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
136,Flareon,fire,,uncommon,Any,Any,Any,flareon-2,Overworld,,,,,,,,"natural, urban",field,0.025,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
136,Flareon,fire,,uncommon,Any,Any,Any,flareon-3,Overworld,,,,,,,,"natural, village",field,0.025,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
136,Flareon,fire,,uncommon,CANNOT SEE,Any,Any,flareon-4,Overworld,,,,,,,,mansion,field,0.125,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
662,Fletchinder,fire,flying,common,Any,Any,Any,fletchinder-1,"Forest, Sky, Taiga",,,,,,,,"natural, treetop",flying,0.54,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
662,Fletchinder,fire,flying,common,Any,Any,Any,fletchinder-3,"Nether/ Forest, Nether/ Fungus",Nether/ Warped,,,,,,,"natural, treetop",flying,0.54,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
661,Fletchling,normal,flying,common,Any,Any,Any,fletchling-1,"Forest, Sky, Taiga",,,,,,,,"natural, treetop",flying,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
661,Fletchling,normal,flying,common,Any,Any,Any,fletchling-3,"Nether/ Forest, Nether/ Fungus",Nether/ Warped,,,,,,,"natural, treetop",flying,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
955,Flittle,psychic,,uncommon,Any,Any,Any,flittle-1,Arid,,,,,,,,"natural, wild",flying,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
419,Floatzel,water,,common,Any,Any,Any,floatzel-1,Freshwater,,,,,,,,"natural, freshwater","water_1, field",0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
419,Floatzel,water,,common,MUST SEE,Any,Any,floatzel-2,Freshwater,,,,,,,,"underwater, freshwater","water_1, field",0.2,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
419,Floatzel,water,,uncommon,Any,Any,Any,floatzel-3,Freshwater,,,,,,,,"water_surface, freshwater","water_1, field",0.2,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Blue,fairy,,common,Any,Any,Any,floette-blue-4,Overworld,,,,,,,,"natural, blue_flowers",fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Blue,fairy,,common,Any,Any,Any,floette-blue-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Orange,fairy,,common,Any,Any,Any,floette-orange-3,Overworld,,,,,,,,"natural, orange_flowers",fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Orange,fairy,,common,Any,Any,Any,floette-orange-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Pink,fairy,,common,Any,Any,Any,floette-pink-6,Overworld,,,,,,,,"natural, pink_flowers",fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Pink,fairy,,common,Any,Any,Any,floette-pink-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Red,fairy,,common,Any,Any,Any,floette-red-1,Overworld,,,,,,,,"natural, red_flowers",fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Red,fairy,,common,Any,Any,Any,floette-red-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=White,fairy,,common,Any,Any,Any,floette-white-5,Overworld,,,,,,,,"natural, white_flowers",fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=White,fairy,,common,Any,Any,Any,floette-white-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Yellow,fairy,,common,Any,Any,Any,floette-yellow-2,Overworld,,,,,,,,"natural, yellow_flowers",fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
670,Floette Flower=Yellow,fairy,,common,Any,Any,Any,floette-yellow-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
907,Floragato,grass,,ultra-rare,Any,Any,Any,floragato-1,"Floral, Magical",,,,,,,,natural,"field, grass",0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
907,Floragato,grass,,ultra-rare,Any,Any,Any,floragato-2,Nether/ Warped,Nether/ Desert,,,,,,,natural,"field, grass",0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Blue,fairy,,common,Any,Any,Any,florges-blue-4,Overworld,,,,,,,,"natural, blue_flowers",fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Blue,fairy,,common,Any,Any,Any,florges-blue-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Orange,fairy,,common,Any,Any,Any,florges-orange-3,Overworld,,,,,,,,"natural, orange_flowers",fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Orange,fairy,,common,Any,Any,Any,florges-orange-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Pink,fairy,,common,Any,Any,Any,florges-pink-6,Overworld,,,,,,,,"natural, pink_flowers",fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Pink,fairy,,common,Any,Any,Any,florges-pink-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Red,fairy,,common,Any,Any,Any,florges-red-1,Overworld,,,,,,,,"natural, red_flowers",fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Red,fairy,,common,Any,Any,Any,florges-red-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=White,fairy,,common,Any,Any,Any,florges-white-5,Overworld,,,,,,,,"natural, white_flowers",fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=White,fairy,,common,Any,Any,Any,florges-white-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Yellow,fairy,,common,Any,Any,Any,florges-yellow-2,Overworld,,,,,,,,"natural, yellow_flowers",fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
671,Florges Flower=Yellow,fairy,,common,Any,Any,Any,florges-yellow-7,Floral Meadow,,,Sempiternal Sanctums,,,,,,fairy,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
987,Fluttermane,ghost,fairy,ultra-rare,Any,Any,Any,fluttermane-1,Spooky,,,,,,,,natural,undiscovered,0.1,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
987,Fluttermane,ghost,fairy,ultra-rare,Any,Any,Any,fluttermane-2,Swamp,,,,,,,,illager_structures,undiscovered,0.1,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
330,Flygon,ground,dragon,rare,Any,Any,Rain,flygon-1,Desert,,,,,,,,"natural, wild","bug, dragon",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
753,Fomantis,grass,,common,Any,Any,Any,fomantis-1,Floral,,,,,,,,"natural, wild",grass,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
753,Fomantis,grass,,common,Any,Any,Any,fomantis-2,"Jungle, Tropical Land",,,,,,,,"natural, wild",grass,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
753,Fomantis,grass,,common,Any,Any,Any,fomantis-3,Floral Meadow,,,Sempiternal Sanctums,,,,,,grass,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
590,Foongus,grass,poison,common,MUST SEE,Any,Any,foongus-1,Mushroom,,,,,,,,,grass,4.8,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
205,Forretress,bug,steel,common,Any,Any,Any,forretress-1,Taiga,,,,,,,,natural,bug,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
205,Forretress Shulker,bug,steel,uncommon,Any,Any,Any,forretress-shulker-2,End,,,,,,,,"natural, end_city",bug,2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
611,Fraxure,dragon,,rare,MUST SEE,Any,Any,fraxure-1,"Mountain, Highlands",,,,,,,,,"monster, dragon",2,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
996,Frigibax,dragon,ice,rare,MUST SEE,Any,Any,frigibax-1,Glacial,,,,,,,,natural,"dragon, mineral",5.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
592,Frillish,water,ghost,common,Any,Any,Any,frillish-1,Ocean,,,,,,,,underwater,amorphous,5.4,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
592,Frillish,water,ghost,uncommon,Any,Any,Any,frillish-2,Ocean,,,,,,,,water_surface,amorphous,5.4,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
592,Frillish,water,ghost,uncommon,Any,Any,Any,frillish-3,Ocean,,,,,,,1,water_surface,amorphous,5.4,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
592,Frillish,water,ghost,common,Any,Any,Any,frillish-4,Ocean,,,,,,1,,water_surface,amorphous,5.4,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
656,Froakie,water,,ultra-rare,Any,Any,Any,froakie-1,,,,,,,,,"natural, freshwater",water_1,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
656,Froakie,water,,ultra-rare,MUST SEE,Any,Any,froakie-2,,,,,,,,,"freshwater, underwater",water_1,9.0,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
