Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Generation,Labels,Egg Groups,Weight,Context,Spawn ID,Species Archive,Original Spawn Archive,Original Species Archive
50,Diglett,Ground,-----,Common,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 1,Kanto Regional,Field,9.0,Grounded,diglett-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
50,Diglett Alolan,Ground,Steel,Common,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 1,Kanto Regional,Field,9.0,Grounded,diglett-alolan-2,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
132,Ditto,Normal,-----,Rare,8 - 15,Any,Any,Overworld,Ocean,,,,,,,Natural,Gen 1,,Ditto,2.0,Grounded,ditto-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
132,Ditto,Normal,-----,Ultra-Rare,8 - 15,Any,Any,Overworld,Ocean,,,,,,,Natural,Gen 1,,Ditto,10.0,Grounded,ditto-2,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
132,Ditto,Normal,-----,Uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 1,,Ditto,10.0,Grounded,ditto-3,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
85,Dodrio,Normal,Flying,Common,8 - 15,Any,Any,Savanna,,,,,,,,Natural,Gen 1,,Flying,1.0,Grounded,dodrio-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
84,Doduo,Normal,Flying,Common,8 - 15,Any,Any,Savanna,,,,,,,,Natural,Gen 1,,Flying,9.0,Grounded,doduo-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
232,Donphan,Ground,-----,Common,8 - 15,Any,Any,Badlands,,,,,,,,"Natural, Wild",Gen 2,,Field,0.2,Grounded,donphan-1,generation2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
232,Donphan,Ground,-----,Common,8 - 15,Any,Any,Savanna,,,,,,,,"Natural, Wild",Gen 2,,Field,0.6,Grounded,donphan-2,generation2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
825,Dottler,Bug,Psychic,Uncommon,MUST SEE,Any,Any,Forest,Spooky,,,,,,,"Natural, Treetop",Gen 8,,Bug,2.0,Grounded,dottler-1,generation8,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
825,Dottler,Bug,Psychic,Uncommon,MUST SEE,Any,Any,Plains,,,,,,,,"Natural, Foliage, Treetop",Gen 8,,Bug,2.0,Grounded,dottler-2,generation8,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
680,Doublade,Steel,Ghost,Uncommon,Any,Any,Any,Nether,,,,,,,,"Natural, Nether_Structures",Gen 6,,Mineral,9.0,Grounded,doublade-1,generation6,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
680,Doublade,Steel,Ghost,Common,8 - 15,Any,Any,Overworld,,,,,,,,Ruins,Gen 6,,Mineral,1.8,Grounded,doublade-2,generation6,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
680,Doublade,Steel,Ghost,Uncommon,0 - 7,Any,Any,Overworld,,,,,,,,Stronghold,Gen 6,,Mineral,9.0,Grounded,doublade-3,generation6,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
691,Dragalge,Poison,Dragon,Common,MUST SEE,Any,Any,Ocean,,,,,Kelp Plant,,,Underwater,Gen 6,,"Water_1, Dragon",0.2,Submerged,dragalge-1,generation6,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
887,Dragapult,Dragon,Ghost,Rare,8 - 15,Any,Any,Coast,,,,,,,,"Natural, Freshwater",Gen 8,Pseudo Legendary,"Amorphous, Dragon",0.1,Grounded,dragapult-1,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
887,Dragapult,Dragon,Ghost,Rare,Any,Any,Any,Overworld,Ocean,,,,,,,Water_Surface,Gen 8,Pseudo Legendary,"Amorphous, Dragon",0.1,Surface,dragapult-2,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
148,Dragonair,Dragon,-----,Rare,0 - 7,Any,Any,Overworld,,,,,,,,Water_Surface,Gen 1,,"Water_1, Dragon",0.9,Surface,dragonair-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
148,Dragonair,Dragon,-----,Rare,0 - 7,Any,Any,Overworld,,,,,,,,Underwater,Gen 1,,"Water_1, Dragon",0.9,Submerged,dragonair-2,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
148,Dragonair,Dragon,-----,Uncommon,MUST SEE,Any,Any,Ocean,,,,,,,,"Underwater, Ocean_Ruins",Gen 1,,"Water_1, Dragon",9.0,Submerged,dragonair-3,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
149,Dragonite,Dragon,Flying,Rare,0 - 7,Any,Any,Overworld,,,,,Water,,,Natural,Gen 1,Pseudo Legendary,"Water_1, Dragon",0.1,Grounded,dragonite-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
149,Dragonite,Dragon,Flying,Uncommon,MUST SEE,Any,Any,Ocean,,,,,,,,"Underwater, Ocean_Ruins",Gen 1,Pseudo Legendary,"Water_1, Dragon",1.0,Submerged,dragonite-2,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
149,Dragonite,Dragon,Flying,Rare,8 - 15,Any,Rain,Sky,,,,,,,,Natural,Gen 1,Pseudo Legendary,"Water_1, Dragon",2.0,Grounded,dragonite-4,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
886,Drakloak,Dragon,Ghost,Rare,8 - 15,Any,Any,Coast,,,,,,,,"Natural, Freshwater",Gen 8,,"Amorphous, Dragon",0.9,Grounded,drakloak-1,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
886,Drakloak,Dragon,Ghost,Rare,Any,Any,Any,Overworld,Ocean,,,,,,,Water_Surface,Gen 8,,"Amorphous, Dragon",0.9,Surface,drakloak-2,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
147,Dratini,Dragon,-----,Rare,0 - 7,Any,Any,Overworld,,,,,,,,Water_Surface,Gen 1,,"Water_1, Dragon",9.0,Surface,dratini-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
147,Dratini,Dragon,-----,Rare,0 - 7,Any,Any,Overworld,,,,,,,,Underwater,Gen 1,,"Water_1, Dragon",9.0,Submerged,dratini-2,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
147,Dratini,Dragon,-----,Uncommon,MUST SEE,Any,Any,Ocean,,,,,,,,"Underwater, Ocean_Ruins",Gen 1,,"Water_1, Dragon",90.0,Submerged,dratini-3,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
885,Dreepy,Dragon,Ghost,Rare,8 - 15,Any,Any,Coast,,,,,,,,"Natural, Freshwater",Gen 8,,"Amorphous, Dragon",9.0,Grounded,dreepy-1,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
885,Dreepy,Dragon,Ghost,Rare,Any,Any,Any,Overworld,Ocean,,,,,,,Water_Surface,Gen 8,,"Amorphous, Dragon",9.0,Surface,dreepy-2,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
426,Drifblim,Ghost,Flying,Uncommon,8 - 15,Night,Clear,Overworld,"Arid, Freezing",,,,,,,Natural,Gen 4,,Amorphous,0.6,Grounded,drifblim-1,generation4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
426,Drifblim,Ghost,Flying,Common,8 - 15,Night,Clear,Sky,,,,,,,,Natural,Gen 4,,Amorphous,1.0,Grounded,drifblim-2,generation4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
425,Drifloon,Ghost,Flying,Uncommon,8 - 15,Night,Clear,Overworld,"Arid, Freezing",,,,,,,Natural,Gen 4,,Amorphous,5.4,Grounded,drifloon-1,generation4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
425,Drifloon,Ghost,Flying,Common,8 - 15,Night,Clear,Sky,,,,,,,,Natural,Gen 4,,Amorphous,9.0,Grounded,drifloon-2,generation4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
529,Drilbur,Ground,-----,Common,CANNOT SEE,Any,Any,Overworld,Abyss,,,,,,,,Gen 5,,Field,4.5,Grounded,drilbur-1,generation5,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
817,Drizzile,Water,-----,Ultra-Rare,8 - 15,Any,Any,,,,,,,,,"Natural, Freshwater",Gen 8,,"Water_1, Field",0.9,Grounded,drizzile-1,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
817,Drizzile,Water,-----,Ultra-Rare,MUST SEE,Any,Any,,,,,,,,,"Freshwater, Underwater",Gen 8,,"Water_1, Field",0.9,Submerged,drizzile-2,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
96,Drowzee,Psychic,-----,Common,8 - 15,Night,Any,Overworld,Freezing,,,,,,,"Natural, Urban",Gen 1,,Human_Like,9.0,Grounded,drowzee-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
96,Drowzee,Psychic,-----,Common,8 - 15,Night,Any,Overworld,Freezing,,,,,,,"Natural, Village",Gen 1,,Human_Like,9.0,Grounded,drowzee-2,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
832,Dubwool,Normal,-----,Common,8 - 15,Any,Any,"Mountain, Plains",,,,,,,,Natural,Gen 8,,Field,1.0,Grounded,dubwool-1,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
580,Ducklett,Water,Flying,Common,MUST SEE,Day,Any,River,,,,,,,,Freshwater,Gen 5,,"Water_1, Flying",10,Surface,ducklett-1,generation5,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
51,Dugtrio,Ground,-----,Common,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 1,Kanto Regional,Field,1.0,Grounded,dugtrio-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
51,Dugtrio Alolan,Ground,Steel,Common,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 1,Kanto Regional,Field,1.0,Grounded,dugtrio-alolan-2,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
578,Duosion,Psychic,-----,Rare,MUST SEE,Day,Any,Magical,,,,,,,,Natural,Gen 5,,Amorphous,1.0,Grounded,duosion-1,generation5,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
884,Duraludon,Steel,Dragon,Rare,MUST SEE,Any,Any,Overworld,,,,,Iron Block,,,,Gen 8,,"Mineral, Dragon",8.06,Grounded,duraludon-1,generation8,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
884,Duraludon,Steel,Dragon,Rare,Any,Any,Any,Snowy Forest,,,,,,,,,Gen 8,,"Mineral, Dragon",7.5,Grounded,duraludon-2,generation8,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
632,Durant,Bug,Steel,Common,8 - 15,Any,Any,"Badlands, Hills",,,,,,,,Natural,Gen 5,,Bug,2.0,Grounded,durant-1,generation5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
632,Durant,Bug,Steel,Common,0 - 7,Any,Any,"Badlands, Hills",,,,,,,,Natural,Gen 5,,Bug,10.0,Grounded,durant-2,generation5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
632,Durant,Bug,Steel,Common,Any,Any,Any,Nether: Is Mountain,,,,,,,,Natural,Gen 5,,Bug,10.0,Grounded,durant-3,generation5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
356,Dusclops,Ghost,-----,Common,8 - 15,Night,Any,Spooky,,,,,,,,Natural,Gen 3,,Amorphous,0.54,Grounded,dusclops-1,generation3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
356,Dusclops,Ghost,-----,Common,8 - 15,Any,Any,Nether: Is Soul Sand,,,,,,,,Natural,Gen 3,,Amorphous,0.9,Grounded,dusclops-2,generation3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
477,Dusknoir,Ghost,-----,Common,8 - 15,Night,Any,Spooky,,,,,,,,Natural,Gen 4,,Amorphous,0.06,Grounded,dusknoir-1,generation4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
477,Dusknoir,Ghost,-----,Common,Any,Any,Any,Nether: Is Soul Sand,,,,,,,,Natural,Gen 4,,Amorphous,0.1,Grounded,dusknoir-3,generation4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
355,Duskull,Ghost,-----,Common,8 - 15,Night,Any,Spooky,,,,,,,,Natural,Gen 3,,Amorphous,5.4,Grounded,duskull-1,generation3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
355,Duskull,Ghost,-----,Common,8 - 15,Any,Any,Nether: Is Soul Sand,,,,,,,,Natural,Gen 3,,Amorphous,9.0,Grounded,duskull-2,generation3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
557,Dwebble,Bug,Rock,Common,Any,Any,Any,Badlands,,,,,,,,Natural,Gen 5,,"Bug, Mineral",9.0,Grounded,dwebble-1,generation5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
603,Eelektrik,Electric,-----,Rare,CANNOT SEE,Any,Any,Cave,,,,,,,,Underwater,Gen 5,,Amorphous,1.0,Submerged,eelektrik-1,generation5,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
603,Eelektrik,Electric,-----,Uncommon,CANNOT SEE,Any,Any,Lush,,,,,,,,Underwater,Gen 5,,Amorphous,1.0,Submerged,eelektrik-2,generation5,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
604,Eelektross,Electric,-----,Rare,CANNOT SEE,Any,Any,Cave,,,,,,,,Underwater,Gen 5,,Amorphous,0.1,Submerged,eelektross-1,generation5,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
604,Eelektross,Electric,-----,Uncommon,CANNOT SEE,Any,Any,Lush,,,,,,,,Underwater,Gen 5,,Amorphous,0.1,Submerged,eelektross-2,generation5,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
133,Eevee,Normal,-----,Ultra-Rare,8 - 15,Any,Any,Overworld,"Ocean, Temperate",,,,,,,Natural,Gen 1,,Field,9.0,Grounded,eevee-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
133,Eevee,Normal,-----,Rare,8 - 15,Any,Any,Temperate,,,,,,,,Natural,Gen 1,,Field,10.0,Grounded,eevee-2,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
133,Eevee,Normal,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 1,,Field,1.8,Grounded,eevee-3,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
133,Eevee,Normal,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 1,,Field,1.8,Grounded,eevee-4,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
133,Eevee,Normal,-----,Uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 1,,Field,9.0,Grounded,eevee-5,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
875,Eiscue,Ice,-----,Common,8 - 15,Any,Any,Frozen Ocean,,,,,,,,Natural,Gen 8,,"Water_1, Field",6.0,Grounded,eiscue-1,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
875,Eiscue,Ice,-----,Common,8 - 15,Any,Any,Frozen Ocean,,,,,,,,Water_Surface,Gen 8,,"Water_1, Field",6.0,Surface,eiscue-2,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
23,Ekans Snake_Pattern=Attack,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",0.27,Grounded,ekans-attack-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
23,Ekans Snake_Pattern=Classic,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",4.05,Grounded,ekans-classic-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
23,Ekans Snake_Pattern=Dark,Poison,-----,Common,Any,Any,Any,Nether: Is Desert,,,,,,,,Natural,Gen 1,,"Field, Dragon",5.4,Grounded,ekans-dark-2,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
23,Ekans Snake_Pattern=Elusive,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",0.27,Grounded,ekans-elusive-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
23,Ekans Snake_Pattern=Legacy,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",0.27,Grounded,ekans-legacy-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
23,Ekans Snake_Pattern=Sound,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",0.27,Grounded,ekans-sound-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
23,Ekans Snake_Pattern=Speed,Poison,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,Natural,Gen 1,,"Field, Dragon",0.27,Grounded,ekans-speed-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
830,Eldegoss,Grass,-----,Common,8 - 15,Any,Clear,Floral,,,,,,,,Natural,Gen 8,,Grass,1.0,Grounded,eldegoss-1,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
830,Eldegoss,Grass,-----,Common,Any,Any,Clear,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 8,,Grass,1.0,Grounded,eldegoss-2,generation8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
125,Electabuzz,Electric,-----,Uncommon,8 - 15,Any,Any,"Hills, Plains",,,,,,,,Natural,Gen 1,,Human_Like,0.18,Grounded,electabuzz-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
466,Electivire,Electric,-----,Uncommon,8 - 15,Any,Any,"Hills, Plains",,,,,,,,Natural,Gen 4,,Human_Like,0.02,Grounded,electivire-1,generation4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode,Electric,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 1,Kanto Regional,Mineral,0.2,Grounded,electrode-1,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode,Electric,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 1,Kanto Regional,Mineral,0.2,Grounded,electrode-2,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode,Electric,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,Lightning Rod,,,,Gen 1,Kanto Regional,Mineral,10.0,Grounded,electrode-3,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode Hisuian,Electric,Grass,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 1,Kanto Regional,Mineral,0.2,Grounded,electrode-hisuian-4,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode Hisuian,Electric,Grass,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 1,Kanto Regional,Mineral,0.2,Grounded,electrode-hisuian-5,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
101,Electrode Hisuian,Electric,Grass,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Apricorns",Gen 1,Kanto Regional,Mineral,10.0,Grounded,electrode-hisuian-6,generation1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
239,Elekid,Electric,-----,Uncommon,8 - 15,Any,Any,"Hills, Plains",,,,,,,,Natural,Gen 2,Baby,Undiscovered,1.8,Grounded,elekid-1,generation2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
605,Elgyem,Psychic,-----,Uncommon,Any,Any,Any,End,,,,,,,,Natural,Gen 5,,Human_Like,9.0,Grounded,elgyem-1,generation5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
605,Elgyem,Psychic,-----,Common,8 - 15,Night,Any,Overworld,,,,,Wheat,,,Natural,Gen 5,,Human_Like,9.0,Grounded,elgyem-2,generation5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
605,Elgyem,Psychic,-----,Common,Any,Any,Any,Howling Constructs,,,Sempiternal Sanctums,,,,,,Gen 5,,Human_Like,5.4,Grounded,elgyem-3,generation5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
500,Emboar,Fire,Fighting,Ultra-Rare,8 - 15,Any,Clear,Plains,,,,,,,,Natural,Gen 5,,Field,0.1,Grounded,emboar-1,generation5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
500,Emboar,Fire,Fighting,Ultra-Rare,Any,Any,Any,"Nether: Is Crimson, Nether: Is Overgrowth",,,,,,,,Natural,Gen 5,,Field,0.1,Grounded,emboar-2,generation5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
587,Emolga,Electric,Flying,Uncommon,8 - 15,Any,Any,Taiga,,,,,,,,"Natural, Treetop",Gen 5,,Field,10.0,Grounded,emolga-1,generation5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
395,Empoleon,Water,Steel,Ultra-Rare,8 - 15,Any,Any,Frozen Ocean,,,,,,,,Natural,Gen 4,,"Water_1, Field",0.1,Grounded,empoleon-1,generation4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
395,Empoleon,Water,Steel,Ultra-Rare,MUST SEE,Any,Any,Frozen Ocean,,,,,,,,Underwater,Gen 4,,"Water_1, Field",0.1,Submerged,empoleon-2,generation4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
956,Espathra,Psychic,-----,Uncommon,8 - 15,Any,Any,Arid,,,,,,,,"Natural, Wild",Gen 9,,Flying,0.6,Grounded,espathra-1,generation9,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
196,Espeon,Psychic,-----,Ultra-Rare,8 - 15,Any,Any,Hills,,,,,,,,Natural,Gen 2,,Field,1.0,Grounded,espeon-1,generation2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
196,Espeon,Psychic,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 2,,Field,0.025,Grounded,espeon-2,generation2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
196,Espeon,Psychic,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 2,,Field,0.025,Grounded,espeon-3,generation2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
196,Espeon,Psychic,-----,Uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 2,,Field,0.125,Grounded,espeon-4,generation2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
677,Espurr,Psychic,-----,Uncommon,Any,Any,Any,End,,,,,,,,Natural,Gen 6,,Field,8.0,Grounded,espurr-1,generation6,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
